"","x","yt","yc"
"101",101,49.1338246990927,153.47174160555
"102",102,52.8840668899938,155.125467789359
"103",103,50.4844682696275,146.211165224202
"104",104,46.7312164036557,145.849351804703
"105",105,52.4459791458212,156.925815269351
"106",106,46.368846676778,156.524324341677
"107",107,47.4359458433464,144.391065782867
"108",108,49.2893349854276,144.984595321119
"109",109,50.0976068866439,154.036792438477
"110",110,40.6882575172931,143.738040179014
"111",111,42.7615684899502,154.680451116525
"112",112,43.3536421884783,155.095652796328
"113",113,41.9392851167358,143.713904323056
"114",114,42.2502475501969,139.031913090497
"115",115,40.8493950003758,151.926366561092
"116",116,39.0848133107647,153.921671499498
"117",117,37.6660796608776,150.684108885936
"118",118,42.1683846842498,152.494243501686
"119",119,37.8086046702228,152.734718943015
"120",120,42.2191470181569,147.389043979347
"121",121,37.0256190467626,147.828522728756
"122",122,36.910327240359,147.432933457196
"123",123,43.7721232799813,151.614374883473
"124",124,40.9520413810387,140.647756481543
"125",125,34.5368025703356,134.512238679454
"126",126,34.5575667265803,149.804076937959
"127",127,36.4134166906588,145.324668011628
"128",128,33.7093197470531,142.71297851298
"129",129,38.0780694624409,138.590308205225
"130",130,32.0495059313253,145.393879855983
"131",131,31.5718505857512,148.085221391171
"132",132,37.2606546808966,139.162338574417
"133",133,31.7328844810836,146.589213504456
"134",134,28.8094423748553,137.295019138604
"135",135,29.6970956209116,142.344634481706
"136",136,28.1703532813117,146.162002150901
"137",137,31.9062407552265,139.529391604476
"138",138,29.120444833301,145.720014741644
"139",139,27.1263263667934,141.402139510959
"140",140,27.7332668211311,147.110941391438
"141",141,32.0192848658189,140.577427660115
"142",142,28.0859337379225,136.95402161032
"143",143,30.8206640915014,142.066434088163
"144",144,30.3320619291626,141.316516656429
"145",145,28.0850072386675,129.222157350741
"146",146,31.5843276958913,142.767672910355
"147",147,24.4565620534122,144.034408501349
"148",148,29.9285023063421,145.495098309591
"149",149,22.3054212508723,136.325145173818
"150",150,30.3850971600041,142.910865042359
"151",151,28.7126452336088,145.936148580164
"152",152,20.7767524737865,135.658053688705
"153",153,21.112962345127,146.733391650021
"154",154,25.3072332534939,141.130687669851
"155",155,27.2732420889661,127.946261777543
"156",156,27.3602018062957,131.868694353849
"157",157,19.5729223247617,144.54584082868
"158",158,16.7845266344957,140.447463674471
"159",159,21.6655985070392,133.673095336184
"160",160,24.4128161035478,127.839604420587
"161",161,18.1974697159603,144.122988152318
"162",162,19.7086787903681,131.58680564072
"163",163,22.7887739692815,142.632296194322
"164",164,21.2675533969887,137.105163183063
"165",165,13.5411549494602,143.106496930122
"166",166,14.3592427973635,138.149683320895
"167",167,20.6696025333367,128.459631468169
"168",168,12.6505399271846,139.654503750615
"169",169,17.724427412264,141.087550493889
"170",170,13.8369673555717,122.560888356529
"171",171,12.0827365596779,130.123052777722
"172",172,14.254958988633,124.732895878144
"173",173,14.1380956033245,134.390160536394
"174",174,10.129251963459,141.099677999504
"175",175,15.9426124528982,130.082336766645
"176",176,8.30552600324154,122.284956526943
"177",177,10.7325197574683,121.824553630315
"178",178,6.81803126214072,130.923722271807
"179",179,8.9278768110089,134.481621935032
"180",180,12.9367930926383,123.533556656912
"181",181,10.954769498203,137.454372792505
"182",182,6.83729985076934,132.672363871709
"183",183,9.75382702983916,120.728590955958
"184",184,9.17707880865782,129.006046462804
"185",185,8.38846265757456,121.778880809434
"186",186,6.80557999759912,124.767243591137
"187",187,3.58812353154644,133.23226063326
"188",188,6.63984241057187,137.936027224176
"189",189,3.83948224270716,137.325487379916
"190",190,10.4196532578208,124.994321712293
"191",191,4.00144348852336,127.231261659414
"192",192,1.07789129763842,131.014967461117
"193",193,4.78795293811709,131.023325931281
"194",194,6.29646023875102,128.236500831321
"195",195,5.8115968964994,121.429719310254
"196",196,4.87654954660684,124.315638005733
"197",197,-1.64982932340354,132.18434625119
"198",198,2.68045094190165,120.236571018584
"199",199,4.17468647146598,116.476718844846
"200",200,0.765062055550516,133.766443352215
